Country;Item Type;Order Date;Order ID;Order Priority Ex;Region;Sales Channel;Ship Date;Total Cost Ch (bin);Total Cost Ch;Total Profit Ch;Total Revenue Ch;Unit Cost Ch;Unit Price Ch;Units Sold
Switzerland;Beverages;30/01/2010;797461354;High;Europe;Online;05/02/2010;148K;171379,89;84423,06;255802,95;31,79;47,45;5391
Austria;Cereal;24/12/2015;323293578;High;Europe;Online;02/02/2016;890K;1008199,99;762671,31;1770871,3;117,11;205,7;8609
Ireland;Cereal;12/07/2016;946823489;High;Europe;Online;30/08/2016;445K;581568,26;439937,94;1021506,2;117,11;205,7;4966
Slovakia;Cereal;14/01/2015;209357202;High;Europe;Online;22/01/2015;148K;269704,33;204022,77;473727,1;117,11;205,7;2303
Ukraine;Cereal;14/12/2015;504024684;High;Europe;Online;14/01/2016;0K;112308,49;84957,81;197266,3;117,11;205,7;959
Belarus;Clothes;22/07/2016;383611094;High;Europe;Online;26/08/2016;148K;283207,68;580322,88;863530,56;35,84;109,28;7902
Croatia;Clothes;13/01/2014;906508815;High;Europe;Online;23/01/2014;148K;177694,72;364115,52;541810,24;35,84;109,28;4958
Italy;Clothes;10/01/2010;689421546;High;Europe;Online;31/01/2010;0K;143754,24;294567,84;438322,08;35,84;109,28;4011
Italy;Clothes;10/06/2011;755318915;High;Europe;Online;25/06/2011;148K;161530,88;330994,08;492524,96;35,84;109,28;4507
Norway;Clothes;14/04/2014;509356057;High;Europe;Online;17/04/2014;297K;309335,04;633860,64;943195,68;35,84;109,28;8631
Moldova;Cosmetics;13/06/2013;830172288;High;Europe;Online;29/07/2013;1335K;1391172,39;918555,21;2309727,6;263,33;437,2;5283
San Marino;Cosmetics;30/11/2012;228211200;High;Europe;Online;03/12/2012;297K;426594,6;281669,4;708264;263,33;437,2;1620
Ukraine;Cosmetics;29/01/2012;202047002;High;Europe;Online;06/03/2012;2374K;2383926,49;1574045,11;3957971,6;263,33;437,2;9053
Iceland;Fruits;21/10/2014;640476596;High;Europe;Online;24/10/2014;0K;775,04;269,92;1044,96;6,92;9,33;112
Macedonia;Fruits;25/10/2010;278513133;High;Europe;Online;05/11/2010;0K;48993,6;17062,8;66056,4;6,92;9,33;7080
Switzerland;Fruits;08/06/2014;159232509;High;Europe;Online;14/07/2014;0K;64307,56;22396,13;86703,69;6,92;9,33;9293
Latvia;Household;03/08/2016;607756221;High;Europe;Online;11/08/2016;3709K;3731862,04;1230710,98;4962573,02;502,54;668,27;7426
Liechtenstein;Household;13/02/2017;291179597;High;Europe;Online;20/02/2017;2671K;2697634,72;889638,64;3587273,36;502,54;668,27;5368
Luxembourg;Household;20/10/2010;840781390;High;Europe;Online;13/11/2010;2374K;2388070,08;787548,96;3175619,04;502,54;668,27;4752
Austria;Meat;06/11/2013;866396272;High;Europe;Online;16/11/2013;1632K;1737747,85;272558;2010305,85;364,69;421,89;4765
Belgium;Meat;23/09/2015;512714612;High;Europe;Online;09/10/2015;890K;912454,38;143114,4;1055568,78;364,69;421,89;2502
Georgia;Meat;23/08/2012;483438193;High;Europe;Online;26/09/2012;3264K;3267257,71;512454,8;3779712,51;364,69;421,89;8959
Malta;Meat;15/05/2016;422568786;High;Europe;Online;17/06/2016;2226K;2315416,81;363162,8;2678579,61;364,69;421,89;6349
Portugal;Meat;21/11/2011;663080108;High;Europe;Online;10/12/2011;3264K;3280021,86;514456,8;3794478,66;364,69;421,89;8994
Romania;Meat;22/05/2017;929812705;High;Europe;Online;25/05/2017;297K;400064,93;62748,4;462813,33;364,69;421,89;1097
Sweden;Meat;04/01/2013;152411115;High;Europe;Online;21/02/2013;148K;252000,79;39525,2;291525,99;364,69;421,89;691
Albania;Office Supplies;13/07/2015;246922719;High;Europe;Online;29/07/2015;4599K;4606524;1107843,75;5714367,75;524,96;651,21;8775
Croatia;Office Supplies;09/06/2010;650078475;High;Europe;Online;18/06/2010;742K;798989,12;192152,5;991141,62;524,96;651,21;1522
Hungary;Office Supplies;20/08/2011;204392325;High;Europe;Online;26/09/2011;1484K;1620026,56;389607,5;2009634,06;524,96;651,21;3086
Slovakia;Office Supplies;20/02/2012;168319404;High;Europe;Online;10/03/2012;4303K;4360842,72;1048758,75;5409601,47;524,96;651,21;8307
Slovakia;Office Supplies;15/03/2015;103450715;High;Europe;Online;18/04/2015;1039K;1165411,2;280275;1445686,2;524,96;651,21;2220
Lithuania;Personal Care;13/05/2015;120419871;High;Europe;Online;26/06/2015;148K;213702,57;94501,26;308203,83;56,67;81,73;3771
Kosovo;Snacks;05/02/2013;783913838;High;Europe;Online;09/03/2013;593K;621667,2;351793,2;973460,4;97,44;152,58;6380
Norway;Snacks;15/11/2016;750439441;High;Europe;Online;29/12/2016;0K;54761,28;30988,68;85749,96;97,44;152,58;562
Kosovo;Vegetables;07/11/2014;491547477;High;Europe;Online;07/11/2014;742K;788908,68;547715,88;1336624,56;90,93;154,06;8676
Poland;Vegetables;19/07/2015;534709155;High;Europe;Online;02/09/2015;0K;106933,68;74240,88;181174,56;90,93;154,06;1176
Spain;Vegetables;31/03/2017;722233331;High;Europe;Online;06/04/2017;297K;340714,71;236548,11;577262,82;90,93;154,06;3747
Bosnia and Herzegovina;Baby Food;16/07/2016;551118266;Low;Europe;Online;15/08/2016;1039K;1115461,74;670732,42;1786194,16;159,42;255,28;6997
San Marino;Baby Food;18/10/2012;667324435;Low;Europe;Online;31/10/2012;742K;794708,7;477862,1;1272570,8;159,42;255,28;4985
Denmark;Beverages;21/11/2016;223199975;Low;Europe;Online;04/01/2017;148K;276159,73;136038,42;412198,15;31,79;47,45;8687
Andorra;Cereal;05/04/2011;556947886;Low;Europe;Online;17/05/2011;148K;247219,21;187013,49;434232,7;117,11;205,7;2111
Poland;Cereal;07/10/2011;439640080;Low;Europe;Online;02/11/2011;890K;951401,64;719705,16;1671106,8;117,11;205,7;8124
Romania;Cereal;14/09/2011;273940503;Low;Europe;Online;19/10/2011;445K;461062,07;348778,83;809840,9;117,11;205,7;3937
Russia;Cereal;10/01/2014;279338395;Low;Europe;Online;24/02/2014;148K;151423,23;114546,87;265970,1;117,11;205,7;1293
Sweden;Cereal;19/07/2010;772643411;Low;Europe;Online;25/08/2010;0K;141703,1;107193,9;248897;117,11;205,7;1210
Sweden;Cereal;29/05/2016;407220542;Low;Europe;Online;04/07/2016;445K;522661,93;395377,17;918039,1;117,11;205,7;4463
Armenia;Clothes;03/01/2010;231450879;Low;Europe;Online;22/02/2010;0K;11217,92;22986,72;34204,64;35,84;109,28;313
Finland;Clothes;22/04/2014;906794202;Low;Europe;Online;11/05/2014;297K;337254,4;691070,4;1028324,8;35,84;109,28;9410
Montenegro;Clothes;13/05/2017;102230632;Low;Europe;Online;13/06/2017;0K;41968,64;85998,24;127966,88;35,84;109,28;1171
Belarus;Cosmetics;17/10/2014;231861150;Low;Europe;Online;01/11/2014;445K;453454,26;299404,14;752858,4;263,33;437,2;1722
Slovakia;Cosmetics;01/03/2010;161399304;Low;Europe;Online;15/03/2010;0K;130611,68;86239,52;216851,2;263,33;437,2;496
Switzerland;Cosmetics;26/02/2016;243521249;Low;Europe;Online;28/03/2016;445K;580379,32;383209,48;963588,8;263,33;437,2;2204
Bulgaria;Fruits;31/08/2010;468803632;Low;Europe;Online;02/10/2010;0K;57207,64;19923,47;77131,11;6,92;9,33;8267
Cyprus;Fruits;27/11/2011;264856183;Low;Europe;Online;23/12/2011;0K;39340,2;13700,85;53041,05;6,92;9,33;5685
Greece;Fruits;09/07/2017;643448483;Low;Europe;Online;25/07/2017;0K;66155,2;23039,6;89194,8;6,92;9,33;9560
Kosovo;Fruits;27/08/2011;919922006;Low;Europe;Online;18/09/2011;0K;29195,48;10167,79;39363,27;6,92;9,33;4219
Kosovo;Fruits;11/06/2012;989102828;Low;Europe;Online;08/07/2012;0K;44025,04;15332,42;59357,46;6,92;9,33;6362
San Marino;Fruits;25/10/2010;875220096;Low;Europe;Online;06/11/2010;0K;41035,6;14291,3;55326,9;6,92;9,33;5930
Slovenia;Fruits;11/12/2014;399256312;Low;Europe;Online;05/01/2015;0K;53076,4;18484,7;71561,1;6,92;9,33;7670
Sweden;Fruits;11/04/2016;311221492;Low;Europe;Online;07/05/2016;0K;42973,2;14966,1;57939,3;6,92;9,33;6210
Czech Republic;Household;21/02/2011;759086453;Low;Europe;Online;27/02/2011;4599K;4726388,7;1558690,65;6285079,35;502,54;668,27;9405
Denmark;Household;16/05/2010;702815854;Low;Europe;Online;06/06/2010;3858K;3861517,36;1273469,32;5134986,68;502,54;668,27;7684
Monaco;Household;30/04/2014;971578347;Low;Europe;Online;16/06/2014;148K;240214,12;79218,94;319433,06;502,54;668,27;478
Portugal;Household;17/01/2012;200432097;Low;Europe;Online;31/01/2012;445K;586464,18;193406,91;779871,09;502,54;668,27;1167
Andorra;Meat;26/02/2015;212903726;Low;Europe;Online;26/02/2015;593K;655712,62;102845,6;758558,22;364,69;421,89;1798
France;Office Supplies;19/01/2012;391200673;Low;Europe;Online;13/02/2012;1929K;2009021,92;483158,75;2492180,67;524,96;651,21;3827
Germany;Office Supplies;11/09/2013;368865811;Low;Europe;Online;16/10/2013;2226K;2333447,2;561181,25;2894628,45;524,96;651,21;4445
Norway;Office Supplies;30/01/2012;330590474;Low;Europe;Online;14/03/2012;4154K;4159258,08;1000278,75;5159536,83;524,96;651,21;7923
Cyprus;Personal Care;02/01/2014;561534678;Low;Europe;Online;29/01/2014;445K;535248,15;236691,7;771939,85;56,67;81,73;9445
Denmark;Personal Care;04/02/2016;478840672;Low;Europe;Online;09/02/2016;445K;478918,17;211782,06;690700,23;56,67;81,73;8451
Latvia;Personal Care;29/03/2011;140499961;Low;Europe;Online;30/04/2011;297K;335203,05;148229,9;483432,95;56,67;81,73;5915
Luxembourg;Personal Care;17/05/2011;194858253;Low;Europe;Online;22/05/2011;0K;98719,14;43654,52;142373,66;56,67;81,73;1742
San Marino;Personal Care;06/01/2012;185947310;Low;Europe;Online;27/01/2012;148K;271789,32;120187,76;391977,08;56,67;81,73;4796
San Marino;Personal Care;17/07/2016;239048612;Low;Europe;Online;26/07/2016;445K;490252,17;216794,06;707046,23;56,67;81,73;8651
Armenia;Snacks;16/06/2017;951698243;Low;Europe;Online;03/07/2017;593K;732164,16;414321,96;1146486,12;97,44;152,58;7514
Belgium;Snacks;05/08/2013;921133935;Low;Europe;Online;11/08/2013;148K;278288,64;157479,84;435768,48;97,44;152,58;2856
Bosnia and Herzegovina;Snacks;24/12/2012;183778369;Low;Europe;Online;07/01/2013;148K;288227,52;163104,12;451331,64;97,44;152,58;2958
Estonia;Snacks;22/07/2015;507040774;Low;Europe;Online;25/07/2015;297K;339870,72;192328,32;532199,04;97,44;152,58;3488
Malta;Snacks;27/01/2012;981808078;Low;Europe;Online;28/01/2012;742K;748631,52;423640,62;1172272,14;97,44;152,58;7683
Denmark;Vegetables;26/08/2012;969195258;Low;Europe;Online;17/09/2012;445K;479110,17;332631,97;811742,14;90,93;154,06;5269
Denmark;Vegetables;25/08/2015;186079490;Low;Europe;Online;29/08/2015;297K;355627,23;246901,43;602528,66;90,93;154,06;3911
Finland;Vegetables;22/08/2015;972452533;Low;Europe;Online;04/10/2015;742K;833737,17;578838,97;1412576,14;90,93;154,06;9169
Ireland;Vegetables;24/04/2016;956969964;Low;Europe;Online;27/05/2016;593K;684975,69;475558,29;1160533,98;90,93;154,06;7533
Lithuania;Vegetables;17/07/2016;386601865;Low;Europe;Online;26/07/2016;148K;267152,34;185475,94;452628,28;90,93;154,06;2938
Serbia;Vegetables;31/10/2013;917639768;Low;Europe;Online;14/12/2013;742K;805094,22;558953,02;1364047,24;90,93;154,06;8854
Switzerland;Vegetables;15/10/2016;819037473;Low;Europe;Online;15/10/2016;0K;22186,92;15403,72;37590,64;90,93;154,06;244
United Kingdom;Vegetables;07/09/2010;652252137;Low;Europe;Online;26/09/2010;297K;432554,01;300309,41;732863,42;90,93;154,06;4757
Denmark;Baby Food;09/12/2012;471484124;Medium;Europe;Online;24/01/2013;148K;236738,7;142352,1;379090,8;159,42;255,28;1485
Finland;Baby Food;13/10/2010;646981704;Medium;Europe;Online;23/11/2010;742K;815911,56;490611,48;1306523,04;159,42;255,28;5118
Greece;Baby Food;19/08/2013;444234168;Medium;Europe;Online;27/09/2013;1187K;1214302,14;730165,62;1944467,76;159,42;255,28;7617
Montenegro;Baby Food;05/01/2016;750959146;Medium;Europe;Online;25/01/2016;593K;694114,68;417374,44;1111489,12;159,42;255,28;4354
Bosnia and Herzegovina;Beverages;28/08/2015;231341445;Medium;Europe;Online;07/10/2015;148K;252062,91;124168,14;376231,05;31,79;47,45;7929
Latvia;Beverages;02/05/2012;862326610;Medium;Europe;Online;28/05/2012;0K;14655,19;7219,26;21874,45;31,79;47,45;461
Poland;Beverages;22/08/2013;742843854;Medium;Europe;Online;04/09/2013;0K;90887,61;44771,94;135659,55;31,79;47,45;2859
Slovenia;Beverages;03/02/2011;263882005;Medium;Europe;Online;27/02/2011;148K;235373,16;115946,64;351319,8;31,79;47,45;7404
Austria;Cereal;13/05/2010;123544108;Medium;Europe;Online;22/06/2010;890K;972247,22;735474,18;1707721,4;117,11;205,7;8302
Cyprus;Cereal;27/03/2013;833706796;Medium;Europe;Online;03/04/2013;0K;143225,53;108345,57;251571,1;117,11;205,7;1223
Iceland;Cereal;15/06/2010;203955876;Medium;Europe;Online;18/07/2010;445K;460359,41;348247,29;808606,7;117,11;205,7;3931
Liechtenstein;Cereal;13/12/2010;856648051;Medium;Europe;Online;23/12/2010;0K;5855,5;4429,5;10285;117,11;205,7;50
Luxembourg;Cereal;18/12/2012;733648812;Medium;Europe;Online;24/12/2012;148K;215716,62;163182,78;378899,4;117,11;205,7;1842
Vatican City;Cereal;09/06/2011;547587192;Medium;Europe;Online;14/07/2011;148K;242769,03;183647,07;426416,1;117,11;205,7;2073
Albania;Clothes;07/04/2011;647943866;Medium;Europe;Online;18/04/2011;297K;352773,12;722869,92;1075643,04;35,84;109,28;9843
Austria;Clothes;23/12/2015;870173251;Medium;Europe;Online;30/12/2015;0K;88058,88;180442,08;268500,96;35,84;109,28;2457
France;Clothes;15/04/2014;633806264;Medium;Europe;Online;26/04/2014;148K;222673,92;456282,72;678956,64;35,84;109,28;6213
Luxembourg;Clothes;30/01/2013;250848186;Medium;Europe;Online;07/03/2013;0K;14586,88;29890,08;44476,96;35,84;109,28;407
Poland;Clothes;01/10/2010;880176818;Medium;Europe;Online;15/10/2010;0K;98022,4;200858,4;298880,8;35,84;109,28;2735
United Kingdom;Clothes;13/11/2016;249765861;Medium;Europe;Online;24/11/2016;0K;4408,32;9033,12;13441,44;35,84;109,28;123
Iceland;Cosmetics;27/01/2011;878614270;Medium;Europe;Online;17/02/2011;0K;90058,86;59463,54;149522,4;263,33;437,2;342
Malta;Cosmetics;29/03/2014;284108436;Medium;Europe;Online;03/04/2014;742K;751543,82;496224,98;1247768,8;263,33;437,2;2854
Czech Republic;Fruits;01/11/2012;192589318;Medium;Europe;Online;16/12/2012;0K;2172,88;756,74;2929,62;6,92;9,33;314
Lithuania;Fruits;09/03/2011;965796363;Medium;Europe;Online;19/03/2011;0K;65470,12;22801,01;88271,13;6,92;9,33;9461
Luxembourg;Fruits;25/09/2016;384601581;Medium;Europe;Online;19/10/2016;0K;6982,28;2431,69;9413,97;6,92;9,33;1009
Portugal;Household;04/01/2014;444798934;Medium;Europe;Online;20/01/2014;2374K;2384049,76;786223,12;3170272,88;502,54;668,27;4744
Serbia;Household;23/09/2013;266614854;Medium;Europe;Online;10/10/2013;2967K;3073032,1;1013438,95;4086471,05;502,54;668,27;6115
Andorra;Meat;03/10/2011;504973971;Medium;Europe;Online;02/11/2011;593K;683793,75;107250;791043,75;364,69;421,89;1875
Croatia;Meat;21/12/2010;530882394;Medium;Europe;Online;02/02/2011;3116K;3192131,57;500671,6;3692803,17;364,69;421,89;8753
Iceland;Meat;09/07/2015;578356206;Medium;Europe;Online;15/07/2015;2522K;2665519,21;418074,8;3083594,01;364,69;421,89;7309
Luxembourg;Meat;19/12/2015;216278588;Medium;Europe;Online;19/12/2015;148K;180521,55;28314;208835,55;364,69;421,89;495
Ukraine;Meat;20/08/2012;733636796;Medium;Europe;Online;15/09/2012;2967K;3021821,34;473959,2;3495780,54;364,69;421,89;8286
Albania;Office Supplies;10/08/2016;849454581;Medium;Europe;Online;06/09/2016;593K;704496,32;169427,5;873923,82;524,96;651,21;1342
Bulgaria;Office Supplies;22/05/2012;513026177;Medium;Europe;Online;05/06/2012;2374K;2467836,96;593501,25;3061338,21;524,96;651,21;4701
Czech Republic;Office Supplies;16/02/2010;521681344;Medium;Europe;Online;03/04/2010;3116K;3127186,72;752071,25;3879257,97;524,96;651,21;5957
Lithuania;Office Supplies;17/04/2011;982566821;Medium;Europe;Online;05/06/2011;1039K;1161211,52;279265;1440476,52;524,96;651,21;2212
Portugal;Office Supplies;09/02/2013;533597218;Medium;Europe;Online;24/02/2013;1039K;1118164,8;268912,5;1387077,3;524,96;651,21;2130
Andorra;Snacks;03/05/2010;348080623;Medium;Europe;Online;19/05/2010;297K;355266,24;201040,44;556306,68;97,44;152,58;3646
Cyprus;Snacks;18/04/2011;581193768;Medium;Europe;Online;24/04/2011;593K;682664,64;386310,84;1068975,48;97,44;152,58;7006
Russia;Snacks;05/01/2013;941933286;Medium;Europe;Online;08/02/2013;742K;764514,24;432628,44;1197142,68;97,44;152,58;7846
Sweden;Snacks;28/05/2012;274989354;Medium;Europe;Online;10/07/2012;297K;420551,04;237984,24;658535,28;97,44;152,58;4316
Czech Republic;Vegetables;14/06/2012;527079236;Medium;Europe;Online;20/06/2012;297K;301342,02;209212,82;510554,84;90,93;154,06;3314
Hungary;Vegetables;05/06/2012;495631301;Medium;Europe;Online;18/07/2012;593K;652059,03;452705,23;1104764,26;90,93;154,06;7171
